0.08031271	0.06691716	-0.042104304	-0.05905886	0.024749734	0.058777153	-0.013434268	-0.010434679	-0.096181445	0.0010334762	-0.026107376	0.025045443	-0.029645868	-0.02252306	0.006532092	-0.035991885
0.0711368	0.10779033	-0.039791755	-0.07383785	-0.041798558	0.12777016	0.0046920097	0.03942081	-0.0013352976	-0.019938694	-0.03671432	0.0047354843	0.026310679	0.0062616603	0.047511652	0.054994058
0.112895325	0.09843145	0.00018699259	-0.10251604	0.016672693	0.13076699	-0.01505652	-0.018392336	-0.012486481	-0.008428324	-0.09719891	0.02219493	0.05144615	0.056498367	0.030319685	-0.020528316
0.05765858	0.020733852	-0.01987611	-0.0067158393	0.038696174	0.090589106	-0.02930797	-0.006626629	-0.038505957	-0.035678983	-0.05489964	0.010732436	0.059243035	-0.037125394	0.07477876	-0.093948215
0.13664334	0.078713134	-0.014619958	-0.07822949	0.034057844	0.088797376	-0.06687227	-0.0015074601	-0.05225266	-0.06550098	0.0050781504	0.025396183	0.030795861	-0.029958263	-0.021878192	-0.043240987
-0.048352096	0.008035367	-0.047953714	0.004711544	-0.0010614931	0.14123964	-0.06090277	0.04980552	-0.053957403	-0.063850604	-0.0502224	-0.02568177	0.041949816	0.04280213	0.033076644	-0.02271149
0.15458901	0.08881314	-0.09000357	-0.16907977	0.03576444	0.07473454	0.030992007	-0.014409289	0.03797376	0.002343183	-0.012645299	0.009263145	-0.064083844	-0.012375279	-0.027203944	-0.034960072
0.049525887	-0.002495806	0.055411372	-0.017934047	-0.008536296	0.15310298	-0.041409396	-0.020291906	-0.05050248	-0.0023980546	-0.018843837	-0.011135272	0.002099852	0.011468615	0.016100623	-0.018758543
0.01012554	0.02567794	-0.05051377	-0.07346809	0.023124387	0.12187275	0.008710753	-0.04340547	-0.027923342	-0.0019232472	-0.04876938	-0.008689229	-0.06843418	-0.068953484	0.071779065	-0.04920613
0.04884741	0.047331	-0.07107682	-0.08578915	0.02367808	0.11529717	0.004111289	0.013992889	-0.007108955	-0.021065624	-0.1056872	-0.024786538	0.009501791	0.030500418	0.038748298	0.06917177
0.075984195	0.14411415	-0.09900723	-0.036961876	0.026497554	-0.009317426	-0.010694172	0.0021529747	-0.056567032	-0.0118273785	0.019921105	0.005638072	0.02335839	-0.018965533	0.0061020674	0.056848552
0.066433765	0.13708384	-0.11190839	-0.08220988	0.019343695	0.04256102	0.032483865	0.025782015	-0.005601935	-0.035153765	0.0542877	-0.010048295	-0.033113074	-0.05870651	0.077814475	-0.09255721
0.022985827	0.056644686	0.017328465	-0.011169698	-0.032723937	0.13929471	-0.020283243	-0.034706254	0.02960206	-0.021563737	0.029829614	0.016057849	0.032334372	-0.041811008	0.036101248	-0.024262324
0.04464491	0.05398061	-0.058552705	-0.09990891	-0.036057785	0.093510285	0.027417148	0.025396839	-0.081965595	0.053288996	0.051560003	-0.027064234	-0.062498245	-0.017997704	-0.020877799	-0.034407225
0.121379174	0.018168228	-0.059355386	-0.050809022	-0.004458893	0.10132319	0.059428878	-0.059138186	-0.035738785	0.018922163	-0.0394323	0.044224985	-0.013618776	-0.035107348	-0.008309432	-0.019329412
0.105186105	0.06830774	-0.15756662	-0.09376499	-0.037399493	0.03032409	0.003024029	-0.010214713	-0.03959519	0.03593607	0.04711883	0.02396112	0.064361766	-0.06624785	0.05162078	0.020432465
0.07328782	0.028900206	0.008114269	-0.01296652	-0.023722397	0.14264286	-0.07067328	-0.056452204	-0.09011974	-0.031234816	-0.076747976	0.05485322	0.023274783	0.0015306404	0.021641262	-0.050353467
0.053219542	0.079986975	-0.00138934	-0.05706492	-0.053040482	0.13286044	0.024256341	0.059990775	-0.050018944	-0.04292007	-0.07424756	-0.065314606	0.0036502003	-0.019122856	0.008691449	-0.016717497
0.032651674	0.028448913	0.019902602	-0.050526988	-0.04557966	0.03751443	0.030284949	0.041045304	0.08614141	-0.09059928	0.047528762	0.0023422919	-0.0060076937	-0.043086357	0.031570602	-0.06663693
0.024235569	0.21669509	-0.11879001	-0.069728374	-0.015414001	0.12789871	-0.03648448	0.0017490559	-0.027351001	-0.04518147	-0.08179776	-0.019404052	0.08101995	-0.03629291	0.06720963	-0.0853961
-0.005755525	-0.024073167	0.027059913	-0.049532525	-0.03831019	0.060196977	0.012875779	0.0074765114	-0.058743037	-0.06411957	-0.08375396	-0.010301874	-0.0830511	-0.017280295	0.024325576	0.060153216
0.14219314	0.04053866	0.034583703	-0.061655108	-2.0779404e-05	0.1019111	-0.031303845	0.041983213	-0.07907279	-0.033776555	0.081538506	-0.10979906	-0.047946423	-0.08203227	0.03100165	0.022198105
0.09363298	-0.00016026963	0.0022184283	0.010033501	0.07698054	0.062372822	0.050898433	-0.094372176	0.052644573	0.01008731	-0.062044416	-0.06529525	0.09346672	0.019376634	-0.0500558	0.029440776
-0.042507477	0.052569773	-0.054623306	-0.12509952	-0.0001766947	0.10055186	-0.011138665	0.04521902	-0.08396074	0.09098006	-0.010311525	-0.06757165	0.016456204	0.12361963	0.015820317	0.018913737
